direction,ontology,line,go.id,term,annotated,significant,expected,rank_in_ks,fisher,ks
up,CC,Ara+5,GO:0005694,chromosome,8,0,0.32,65,1.000,0.3390
up,CC,Ara+5,GO:0005739,mitochondrion,8,0,0.32,105,1.000,0.9176
up,CC,Ara+5,GO:0005840,ribosome,60,0,2.43,84,1.000,0.5893
up,CC,Ara+5,GO:0009288,bacterial-type flagellum,7,0,0.28,3,1.000,9.4e-07
up,CC,Ara+5,GO:0009289,pilus,24,0,0.97,92,1.000,0.6887
up,CC,Ara+5,GO:0009295,nucleoid,6,0,0.24,106,1.000,0.9749
up,CC,Ara+5,GO:0009360,DNA polymerase III complex,9,0,0.36,97,1.000,0.8474
up,CC,Ara+5,GO:0009376,HslUV protease complex,5,0,0.2,67,1.000,0.3554
up,CC,Ara+5,GO:0009424,bacterial-type flagellum hook,6,0,0.24,4,1.000,6.5e-06
up,CC,Ara+5,GO:0009897,external side of plasma membrane,21,0,0.85,30,1.000,0.0545
up,CC,Ara+5,GO:0009986,cell surface,22,0,0.89,37,1.000,0.0881
up,CC,Ara+5,GO:0015934,large ribosomal subunit,32,0,1.29,89,1.000,0.6736
up,CC,Ara+5,GO:0015935,small ribosomal subunit,25,0,1.01,63,1.000,0.3386
down,BP,Ara-1,GO:0015886,heme transport,9,7,0.34,1212,3.0e-09,0.9998
down,BP,Ara-1,GO:0015774,polysaccharide transport,5,5,0.19,1187,6.9e-08,0.9939
down,BP,Ara-1,GO:0033037,polysaccharide localization,5,5,0.19,1188,6.9e-08,0.9939
down,BP,Ara-1,GO:0042956,maltodextrin transport,5,5,0.19,1189,6.9e-08,0.9939
down,BP,Ara-1,GO:0040011,locomotion,53,12,1.98,1160,3.1e-07,0.9809
down,BP,Ara-1,GO:0071978,bacterial-type flagellum-dependent swarm...,12,6,0.45,1144,1.9e-06,0.9722
down,BP,Ara-1,GO:0048870,cell motility,42,10,1.57,1054,2.0e-06,0.9209
down,BP,Ara-1,GO:0051674,localization of cell,42,10,1.57,1055,2.0e-06,0.9209
down,BP,Ara-1,GO:0000041,transition metal ion transport,53,11,1.98,802,2.6e-06,0.6947
down,BP,Ara-1,GO:0009226,nucleotide-sugar biosynthetic process,13,6,0.49,1059,3.4e-06,0.9253
down,BP,Ara-1,GO:0001539,cilium or flagellum-dependent cell motil...,36,9,1.34,1062,4.3e-06,0.9269
down,BP,Ara-1,GO:0071973,bacterial-type flagellum-dependent cell ...,36,9,1.34,1063,4.3e-06,0.9269
down,BP,Ara-1,GO:0097588,archaeal or bacterial-type flagellum-dep...,36,9,1.34,1064,4.3e-06,0.9269
down,BP,Ara-1,GO:0030001,metal ion transport,70,12,2.62,1066,7.3e-06,0.9281
down,BP,Ara-1,GO:0006878,cellular copper ion homeostasis,5,4,0.19,1072,9.3e-06,0.9311
down,BP,Ara-1,GO:0015768,maltose transport,5,4,0.19,1131,9.3e-06,0.9677
down,BP,Ara-1,GO:0009225,nucleotide-sugar metabolic process,15,6,0.56,1088,9.4e-06,0.9426
down,BP,Ara-1,GO:0006928,movement of cell or subcellular componen...,52,10,1.94,1034,1.6e-05,0.9026
down,BP,Ara-1,GO:0010272,response to silver ion,6,4,0.22,1208,2.7e-05,0.9995
down,BP,Ara-1,GO:0010273,detoxification of copper ion,6,4,0.22,1209,2.7e-05,0.9995
down,BP,Ara-1,GO:0055070,copper ion homeostasis,6,4,0.22,1136,2.7e-05,0.9691
down,BP,Ara-1,GO:0061687,detoxification of inorganic compound,6,4,0.22,1210,2.7e-05,0.9995
down,BP,Ara-1,GO:0006826,iron ion transport,37,8,1.38,510,4.8e-05,0.3331
down,BP,Ara-1,GO:0051179,localization,536,37,20.02,1139,5.1e-05,0.9704
down,BP,Ara-1,GO:0017003,protein-heme linkage,7,4,0.26,1213,6.1e-05,0.9999
down,BP,Ara-1,GO:0017006,protein-tetrapyrrole linkage,7,4,0.26,1214,6.1e-05,0.9999
down,BP,Ara-1,GO:1901678,iron coordination entity transport,29,7,1.08,415,6.9e-05,0.2291
down,BP,Ara-1,GO:0046688,response to copper ion,14,5,0.52,658,0.00011,0.5067
down,BP,Ara-1,GO:1990169,stress response to copper ion,8,4,0.3,1206,0.00012,0.9993
down,BP,Ara-1,GO:0097501,stress response to metal ion,9,4,0.34,1205,0.00021,0.9992
down,BP,Ara-1,GO:0042938,dipeptide transport,16,5,0.6,1207,0.00022,0.9994
down,BP,Ara-1,GO:0051181,cofactor transport,36,7,1.34,634,0.00030,0.4817
down,BP,Ara-1,GO:0006857,oligopeptide transport,28,6,1.05,613,0.00048,0.4678
down,BP,Ara-1,GO:0015752,D-ribose transmembrane transport,5,3,0.19,1204,0.00049,0.9991
down,BP,Ara-1,GO:0015766,disaccharide transport,11,4,0.41,1172,0.00051,0.9865
down,BP,Ara-1,GO:0035442,dipeptide transmembrane transport,11,4,0.41,1099,0.00051,0.9487
down,BP,Ara-1,GO:0018063,cytochrome c-heme linkage,6,3,0.22,1215,0.00096,0.9999
down,BP,Ara-1,GO:0044247,cellular polysaccharide catabolic proces...,6,3,0.22,705,0.00096,0.5784
down,BP,Ara-1,GO:0015772,oligosaccharide transport,13,4,0.49,1167,0.00105,0.9841
down,BP,Ara-1,GO:0010038,response to metal ion,44,7,1.64,820,0.00107,0.7085
down,BP,Ara-1,GO:0000272,polysaccharide catabolic process,8,3,0.3,944,0.00254,0.8189
down,BP,Ara-1,GO:0009251,glucan catabolic process,8,3,0.3,945,0.00254,0.8189
down,BP,Ara-1,GO:0044781,bacterial-type flagellum organization,8,3,0.3,1114,0.00254,0.9571
down,BP,Ara-1,GO:0098754,detoxification,17,4,0.64,1203,0.00311,0.9985
down,BP,Ara-1,GO:0044264,cellular polysaccharide metabolic proces...,68,8,2.54,974,0.00350,0.8463
down,BP,Ara-1,GO:0045226,extracellular polysaccharide biosyntheti...,9,3,0.34,1117,0.00371,0.9591
down,BP,Ara-1,GO:0046379,extracellular polysaccharide metabolic p...,9,3,0.34,1118,0.00371,0.9591
down,BP,Ara-1,GO:0044262,cellular carbohydrate metabolic process,118,11,4.41,1178,0.00415,0.9914
down,BP,Ara-1,GO:0005976,polysaccharide metabolic process,72,8,2.69,910,0.00501,0.7940
down,BP,Ara-1,GO:0009313,oligosaccharide catabolic process,10,3,0.37,1168,0.00516,0.9853
down,BP,Ara-1,GO:0015750,pentose transmembrane transport,10,3,0.37,1200,0.00516,0.9982
down,BP,Ara-1,GO:0017004,cytochrome complex assembly,10,3,0.37,386,0.00516,0.1856
down,BP,Ara-1,GO:0035672,oligopeptide transmembrane transport,20,4,0.75,765,0.00580,0.6501
down,BP,Ara-1,GO:0006812,cation transport,159,13,5.94,82,0.00580,0.0044
down,BP,Ara-1,GO:0006810,transport,479,28,17.89,1058,0.00822,0.9250
down,BP,Ara-1,GO:0051234,establishment of localization,488,28,18.23,980,0.01063,0.8558
down,BP,Ara-1,GO:0015833,peptide transport,68,7,2.54,956,0.01291,0.8343
down,BP,Ara-1,GO:0008272,sulfate transport,5,2,0.19,800,0.01309,0.6937
down,BP,Ara-1,GO:0015834,peptidoglycan-associated peptide transpo...,5,2,0.19,309,0.01309,0.1149
down,BP,Ara-1,GO:0051701,interaction with host,5,2,0.19,453,0.01309,0.2755
down,BP,Ara-1,GO:0052126,movement in host environment,5,2,0.19,454,0.01309,0.2755
down,BP,Ara-1,GO:0009067,aspartate family amino acid biosynthetic...,25,4,0.93,694,0.01311,0.5664
down,BP,Ara-1,GO:0044275,cellular carbohydrate catabolic process,40,5,1.49,1158,0.01594,0.9799
down,BP,Ara-1,GO:0006811,ion transport,262,17,9.79,203,0.01654,0.0450
down,BP,Ara-1,GO:0006935,chemotaxis,15,3,0.56,1096,0.01705,0.9475
down,BP,Ara-2,GO:0009060,aerobic respiration,42,21,4.88,1195,9.1e-10,0.98
down,BP,Ara-2,GO:0009238,enterobactin metabolic process,9,9,1.05,1152,4.0e-09,0.96
down,BP,Ara-2,GO:0009239,enterobactin biosynthetic process,8,8,0.93,1160,3.5e-08,0.96
down,BP,Ara-2,GO:0015988,energy coupled proton transmembrane tran...,8,8,0.93,1210,3.5e-08,0.99
down,BP,Ara-2,GO:0015990,electron transport coupled proton transp...,8,8,0.93,1211,3.5e-08,0.99
down,BP,Ara-2,GO:0019540,siderophore biosynthetic process from ca...,8,8,0.93,1161,3.5e-08,0.96
down,BP,Ara-2,GO:0009237,siderophore metabolic process,10,9,1.16,1147,3.6e-08,0.95
down,BP,Ara-2,GO:0009712,catechol-containing compound metabolic p...,10,9,1.16,1148,3.6e-08,0.95
down,BP,Ara-2,GO:0045333,cellular respiration,90,29,10.46,1203,1.4e-07,0.99
down,BP,Ara-2,GO:0018958,phenol-containing compound metabolic pro...,11,9,1.28,1139,1.8e-07,0.95
down,BP,Ara-2,GO:0009713,catechol-containing compound biosyntheti...,9,8,1.05,1133,2.8e-07,0.95
down,BP,Ara-2,GO:0019290,siderophore biosynthetic process,9,8,1.05,1153,2.8e-07,0.96
down,BP,Ara-2,GO:0046189,phenol-containing compound biosynthetic ...,9,8,1.05,1134,2.8e-07,0.95
down,BP,Ara-2,GO:0006812,cation transport,160,41,18.59,161,4.5e-07,0.05
down,BP,Ara-2,GO:0015980,energy derivation by oxidation of organi...,102,30,11.85,1200,8.0e-07,0.99
down,BP,Ara-2,GO:0010273,detoxification of copper ion,6,6,0.7,1135,2.6e-06,0.95
down,BP,Ara-2,GO:0061687,detoxification of inorganic compound,6,6,0.7,1136,2.6e-06,0.95
down,BP,Ara-2,GO:0055082,cellular chemical homeostasis,48,18,5.58,551,3.2e-06,0.37
down,BP,Ara-2,GO:0019184,nonribosomal peptide biosynthetic proces...,11,8,1.28,1094,4.2e-06,0.90
down,BP,Ara-2,GO:0048878,chemical homeostasis,50,18,5.81,606,6.4e-06,0.41
down,BP,Ara-2,GO:1901678,iron coordination entity transport,29,13,3.37,422,7.9e-06,0.26
down,BP,Ara-2,GO:0030001,metal ion transport,71,22,8.25,816,1.0e-05,0.61
down,BP,Ara-2,GO:0044550,secondary metabolite biosynthetic proces...,12,8,1.39,1130,1.1e-05,0.94
down,BP,Ara-2,GO:0030003,cellular cation homeostasis,43,16,5,486,1.3e-05,0.32
down,BP,Ara-2,GO:0048870,cell motility,43,16,5,1145,1.3e-05,0.95
down,BP,Ara-2,GO:0051674,localization of cell,43,16,5,1146,1.3e-05,0.95
down,BP,Ara-2,GO:0051179,localization,546,94,63.43,1053,1.5e-05,0.87
down,BP,Ara-2,GO:0000041,transition metal ion transport,53,18,6.16,553,1.6e-05,0.37
down,BP,Ara-2,GO:0019725,cellular homeostasis,58,19,6.74,426,1.7e-05,0.26
down,BP,Ara-2,GO:0006873,cellular ion homeostasis,44,16,5.11,517,1.8e-05,0.34
down,BP,Ara-2,GO:0015850,organic hydroxy compound transport,23,11,2.67,1066,1.9e-05,0.88
down,BP,Ara-2,GO:0040011,locomotion,54,18,6.27,1171,2.2e-05,0.97
down,BP,Ara-2,GO:0006878,cellular copper ion homeostasis,5,5,0.58,1151,2.2e-05,0.96
down,BP,Ara-2,GO:0015774,polysaccharide transport,5,5,0.58,1087,2.2e-05,0.89
down,BP,Ara-2,GO:0033037,polysaccharide localization,5,5,0.58,1088,2.2e-05,0.89
down,BP,Ara-2,GO:0042956,maltodextrin transport,5,5,0.58,1089,2.2e-05,0.89
down,BP,Ara-2,GO:0055080,cation homeostasis,45,16,5.23,536,2.5e-05,0.35
down,BP,Ara-2,GO:0042930,enterobactin transport,10,7,1.16,853,2.6e-05,0.65
down,BP,Ara-2,GO:0019748,secondary metabolic process,20,10,2.32,1193,2.9e-05,0.98
down,BP,Ara-2,GO:0042592,homeostatic process,60,19,6.97,446,2.9e-05,0.29
down,BP,Ara-2,GO:0098662,inorganic cation transmembrane transport,41,15,4.76,1184,3.1e-05,0.98
down,BP,Ara-2,GO:0050801,ion homeostasis,46,16,5.34,555,3.5e-05,0.37
down,BP,Ara-2,GO:0098771,inorganic ion homeostasis,46,16,5.34,556,3.5e-05,0.37
down,BP,Ara-2,GO:0015685,ferric-enterobactin import into cell,8,6,0.93,1051,5.9e-05,0.87
down,BP,Ara-2,GO:1990169,stress response to copper ion,8,6,0.93,1122,5.9e-05,0.93
down,BP,Ara-2,GO:0006091,generation of precursor metabolites and ...,130,31,15.1,1106,6.0e-05,0.91
down,BP,Ara-2,GO:0006811,ion transport,264,52,30.67,407,6.1e-05,0.24
down,BP,Ara-2,GO:0006928,movement of cell or subcellular componen...,53,17,6.16,946,6.5e-05,0.76
down,BP,Ara-2,GO:0010272,response to silver ion,6,5,0.7,1137,0.00012,0.95
down,BP,Ara-2,GO:0055070,copper ion homeostasis,6,5,0.7,1138,0.00012,0.95
down,BP,Ara-2,GO:0006875,cellular metal ion homeostasis,36,13,4.18,369,0.00012,0.21
down,BP,Ara-2,GO:0051181,cofactor transport,36,13,4.18,1017,0.00012,0.84
down,BP,Ara-2,GO:0015891,siderophore transport,12,7,1.39,924,0.00014,0.74
down,BP,Ara-2,GO:0046916,cellular transition metal ion homeostasi...,32,12,3.72,302,0.00015,0.15
down,BP,Ara-2,GO:0015886,heme transport,9,6,1.05,1222,0.00016,1.00
down,BP,Ara-2,GO:0019646,aerobic electron transport chain,9,6,1.05,1116,0.00016,0.92
down,BP,Ara-2,GO:0097501,stress response to metal ion,9,6,1.05,1114,0.00016,0.92
down,BP,Ara-2,GO:0001539,cilium or flagellum-dependent cell motil...,37,13,4.3,1155,0.00017,0.96
down,BP,Ara-2,GO:0006826,iron ion transport,37,13,4.3,286,0.00017,0.14
down,BP,Ara-2,GO:0055065,metal ion homeostasis,37,13,4.3,391,0.00017,0.23
down,BP,Ara-2,GO:0071973,bacterial-type flagellum-dependent cell ...,37,13,4.3,1156,0.00017,0.96
down,BP,Ara-2,GO:0097588,archaeal or bacterial-type flagellum-dep...,37,13,4.3,1157,0.00017,0.96
down,BP,Ara-2,GO:0055076,transition metal ion homeostasis,33,12,3.83,315,0.00021,0.17
down,BP,Ara-2,GO:0015672,monovalent inorganic cation transport,34,12,3.95,1224,0.00029,1.00
down,BP,Ara-2,GO:0010038,response to metal ion,44,14,5.11,998,0.00032,0.82
down,BP,Ara-3,GO:0019634,organic phosphonate metabolic process,10,10,1.43,1169,3.9e-09,0.971
down,BP,Ara-3,GO:0009238,enterobactin metabolic process,9,9,1.29,1085,2.7e-08,0.894
down,BP,Ara-3,GO:0018958,phenol-containing compound metabolic pro...,11,10,1.57,1083,3.7e-08,0.889
down,BP,Ara-3,GO:0009239,enterobactin biosynthetic process,8,8,1.14,1104,1.9e-07,0.905
down,BP,Ara-3,GO:0019540,siderophore biosynthetic process from ca...,8,8,1.14,1105,1.9e-07,0.905
down,BP,Ara-3,GO:0019700,organic phosphonate catabolic process,8,8,1.14,1177,1.9e-07,0.976
down,BP,Ara-3,GO:0044550,secondary metabolite biosynthetic proces...,12,10,1.72,1116,2.0e-07,0.917
down,BP,Ara-3,GO:0009237,siderophore metabolic process,10,9,1.43,1073,2.4e-07,0.883
down,BP,Ara-3,GO:0009712,catechol-containing compound metabolic p...,10,9,1.43,1074,2.4e-07,0.883
down,BP,Ara-3,GO:0009713,catechol-containing compound biosyntheti...,9,8,1.29,1086,1.5e-06,0.894
down,BP,Ara-3,GO:0019290,siderophore biosynthetic process,9,8,1.29,1087,1.5e-06,0.894
down,BP,Ara-3,GO:0046189,phenol-containing compound biosynthetic ...,9,8,1.29,1088,1.5e-06,0.894
down,BP,Ara-3,GO:0006812,cation transport,159,45,22.74,711,2.7e-06,0.520
down,BP,Ara-3,GO:0015988,energy coupled proton transmembrane tran...,8,7,1.14,1025,9.3e-06,0.849
down,BP,Ara-3,GO:0015990,electron transport coupled proton transp...,8,7,1.14,1026,9.3e-06,0.849
down,BP,Ara-3,GO:1901678,iron coordination entity transport,29,14,4.15,774,1.5e-05,0.583
down,BP,Ara-3,GO:0019184,nonribosomal peptide biosynthetic proces...,11,8,1.57,1050,2.1e-05,0.872
down,BP,Ara-3,GO:0000041,transition metal ion transport,53,20,7.58,638,2.2e-05,0.442
down,BP,Ara-3,GO:0019748,secondary metabolic process,20,11,2.86,1041,2.7e-05,0.865
down,BP,Ara-3,GO:0051179,localization,528,107,75.52,1058,3.6e-05,0.876
down,BP,Ara-3,GO:0051181,cofactor transport,35,15,5.01,1188,4.3e-05,0.985
down,BP,Ara-3,GO:0030003,cellular cation homeostasis,43,17,6.15,490,4.7e-05,0.308
down,BP,Ara-3,GO:0006878,cellular copper ion homeostasis,5,5,0.72,1127,6.4e-05,0.928
down,BP,Ara-3,GO:0015774,polysaccharide transport,5,5,0.72,1018,6.4e-05,0.846
down,BP,Ara-3,GO:0033037,polysaccharide localization,5,5,0.72,1019,6.4e-05,0.846
down,BP,Ara-3,GO:0042956,maltodextrin transport,5,5,0.72,1020,6.4e-05,0.846
down,BP,Ara-3,GO:0055082,cellular chemical homeostasis,48,18,6.87,485,6.4e-05,0.305
down,BP,Ara-3,GO:0006873,cellular ion homeostasis,44,17,6.29,526,6.6e-05,0.337
down,BP,Ara-3,GO:0055080,cation homeostasis,45,17,6.44,457,9.3e-05,0.275
down,BP,Ara-3,GO:0042930,enterobactin transport,10,7,1.43,1066,0.00011,0.878
down,BP,Ara-3,GO:0048878,chemical homeostasis,50,18,7.15,549,0.00012,0.353
down,BP,Ara-3,GO:0050801,ion homeostasis,46,17,6.58,503,0.00013,0.318
down,BP,Ara-3,GO:0098771,inorganic ion homeostasis,46,17,6.58,504,0.00013,0.318
down,BP,Ara-3,GO:0006810,transport,472,95,67.51,1030,0.00016,0.854
down,BP,Ara-3,GO:0015685,ferric-enterobactin import into cell,8,6,1.14,1096,0.00020,0.901
down,BP,Ara-3,GO:0051234,establishment of localization,481,96,68.8,1042,0.00020,0.866
down,BP,Ara-3,GO:0030001,metal ion transport,70,22,10.01,537,0.00022,0.346
down,BP,Ara-3,GO:1902600,proton transmembrane transport,17,9,2.43,777,0.00022,0.589
down,BP,Ara-3,GO:0046916,cellular transition metal ion homeostasi...,32,13,4.58,607,0.00027,0.411
down,BP,Ara-3,GO:0006875,cellular metal ion homeostasis,36,14,5.15,579,0.00027,0.389
down,BP,Ara-3,GO:0006811,ion transport,261,58,37.33,510,0.00030,0.330
down,BP,Ara-3,GO:0010272,response to silver ion,6,5,0.86,1111,0.00034,0.914
down,BP,Ara-3,GO:0055070,copper ion homeostasis,6,5,0.86,1112,0.00034,0.914
down,BP,Ara-3,GO:0006826,iron ion transport,37,14,5.29,437,0.00038,0.256
down,BP,Ara-3,GO:0055065,metal ion homeostasis,37,14,5.29,531,0.00038,0.343
down,BP,Ara-3,GO:0055076,transition metal ion homeostasis,33,13,4.72,478,0.00039,0.296
down,BP,Ara-3,GO:0070925,organelle assembly,59,19,8.44,86,0.00042,0.012
down,BP,Ara-3,GO:0015886,heme transport,9,6,1.29,1142,0.00053,0.944
down,BP,Ara-3,GO:0042255,ribosome assembly,51,17,7.29,81,0.00053,0.011
down,BP,Ara-3,GO:0015891,siderophore transport,12,7,1.72,1033,0.00054,0.855
down,BP,Ara-3,GO:0022618,ribonucleoprotein complex assembly,48,16,6.87,119,0.00078,0.024
down,BP,Ara-3,GO:0071826,ribonucleoprotein complex subunit organi...,48,16,6.87,120,0.00078,0.024
down,BP,Ara-3,GO:0098662,inorganic cation transmembrane transport,40,14,5.72,1115,0.00096,0.915
down,BP,Ara-3,GO:0019725,cellular homeostasis,58,18,8.3,394,0.00097,0.210
down,BP,Ara-3,GO:0000028,ribosomal small subunit assembly,20,9,2.86,554,0.00102,0.363
down,BP,Ara-3,GO:0042402,cellular biogenic amine catabolic proces...,13,7,1.86,1207,0.00103,0.999
down,BP,Ara-3,GO:0042274,ribosomal small subunit biogenesis,24,10,3.43,760,0.00112,0.565
down,BP,Ara-3,GO:0009081,branched-chain amino acid metabolic proc...,17,8,2.43,1172,0.00138,0.974
down,BP,Ara-3,GO:0009082,branched-chain amino acid biosynthetic p...,17,8,2.43,1173,0.00138,0.974
down,BP,Ara-3,GO:0055085,transmembrane transport,242,52,34.61,1094,0.00146,0.899
down,BP,Ara-3,GO:0042592,homeostatic process,60,18,8.58,255,0.00150,0.105
down,BP,Ara-3,GO:0015804,neutral amino acid transport,29,11,4.15,1143,0.00159,0.944
down,BP,Ara-3,GO:1901617,organic hydroxy compound biosynthetic pr...,25,10,3.58,1028,0.00162,0.850
down,BP,Ara-3,GO:0034622,cellular protein-containing complex asse...,70,20,10.01,167,0.00163,0.052
down,BP,Ara-3,GO:0009310,amine catabolic process,14,7,2,1206,0.00180,0.999
down,BP,Ara-4,GO:0009238,enterobactin metabolic process,9,9,0.84,1094,6.1e-10,0.94
down,BP,Ara-4,GO:0009237,siderophore metabolic process,10,9,0.93,1089,5.6e-09,0.94
down,BP,Ara-4,GO:0009712,catechol-containing compound metabolic p...,10,9,0.93,1090,5.6e-09,0.94
down,BP,Ara-4,GO:0009239,enterobactin biosynthetic process,8,8,0.75,1111,6.5e-09,0.95
down,BP,Ara-4,GO:0019540,siderophore biosynthetic process from ca...,8,8,0.75,1112,6.5e-09,0.95
down,BP,Ara-4,GO:0018958,phenol-containing compound metabolic pro...,11,9,1.03,1079,2.8e-08,0.93
down,BP,Ara-4,GO:0051181,cofactor transport,36,16,3.36,1131,4.2e-08,0.97
down,BP,Ara-4,GO:0009713,catechol-containing compound biosyntheti...,9,8,0.84,1095,5.4e-08,0.94
down,BP,Ara-4,GO:0019290,siderophore biosynthetic process,9,8,0.84,1096,5.4e-08,0.94
down,BP,Ara-4,GO:0046189,phenol-containing compound biosynthetic ...,9,8,0.84,1097,5.4e-08,0.94
down,BP,Ara-4,GO:0015850,organic hydroxy compound transport,23,12,2.15,1086,2.5e-07,0.94
down,BP,Ara-4,GO:1901678,iron coordination entity transport,29,13,2.71,1213,7.3e-07,1.00
down,BP,Ara-4,GO:0000041,transition metal ion transport,53,18,4.95,1139,7.9e-07,0.97
down,BP,Ara-4,GO:0019184,nonribosomal peptide biosynthetic proces...,11,8,1.03,1080,8.3e-07,0.93
down,BP,Ara-4,GO:0051179,localization,546,83,50.98,1061,1.4e-06,0.91
down,BP,Ara-4,GO:0044550,secondary metabolite biosynthetic proces...,12,8,1.12,1074,2.3e-06,0.93
down,BP,Ara-4,GO:0006826,iron ion transport,37,14,3.45,1117,3.2e-06,0.95
down,BP,Ara-4,GO:0019748,secondary metabolic process,20,10,1.87,1202,4.4e-06,1.00
down,BP,Ara-4,GO:0042930,enterobactin transport,10,7,0.93,1083,6.5e-06,0.93
down,BP,Ara-4,GO:0015774,polysaccharide transport,5,5,0.47,1075,7.9e-06,0.93
down,BP,Ara-4,GO:0033037,polysaccharide localization,5,5,0.47,1076,7.9e-06,0.93
down,BP,Ara-4,GO:0042956,maltodextrin transport,5,5,0.47,1077,7.9e-06,0.93
down,BP,Ara-4,GO:0015685,ferric-enterobactin import into cell,8,6,0.75,1103,1.8e-05,0.95
down,BP,Ara-4,GO:0015891,siderophore transport,12,7,1.12,1070,3.6e-05,0.92
down,BP,Ara-4,GO:0006820,anion transport,156,31,14.56,561,4.2e-05,0.38
down,BP,Ara-4,GO:0042938,dipeptide transport,16,8,1.49,1218,4.2e-05,1.00
down,BP,Ara-4,GO:0010272,response to silver ion,6,5,0.56,1114,4.4e-05,0.95
down,BP,Ara-4,GO:0015886,heme transport,9,6,0.84,1222,4.9e-05,1.00
down,BP,Ara-4,GO:0006810,transport,488,71,45.56,822,5.8e-05,0.70
down,BP,Ara-4,GO:0071702,organic substance transport,351,55,32.77,702,6.7e-05,0.55
down,BP,Ara-4,GO:0071978,bacterial-type flagellum-dependent swarm...,13,7,1.21,1087,7.2e-05,0.94
down,BP,Ara-4,GO:0030001,metal ion transport,71,18,6.63,1155,7.6e-05,0.98
down,BP,Ara-4,GO:0040011,locomotion,54,15,5.04,1192,0.00010,0.99
down,BP,Ara-4,GO:0046916,cellular transition metal ion homeostasi...,32,11,2.99,946,0.00011,0.80
down,BP,Ara-4,GO:0051234,establishment of localization,497,71,46.4,943,0.00011,0.80
down,BP,Ara-4,GO:0015711,organic anion transport,135,27,12.6,654,0.00012,0.49
down,BP,Ara-4,GO:0055076,transition metal ion homeostasis,33,11,3.08,935,0.00015,0.80
down,BP,Ara-4,GO:0006857,oligopeptide transport,28,10,2.61,876,0.00015,0.74
down,BP,Ara-4,GO:0006811,ion transport,264,43,24.65,617,0.00020,0.45
down,BP,Ara-4,GO:1901615,organic hydroxy compound metabolic proce...,66,16,6.16,1208,0.00034,1.00
down,BP,Ara-4,GO:0006875,cellular metal ion homeostasis,36,11,3.36,918,0.00035,0.78
down,BP,Ara-4,GO:0006878,cellular copper ion homeostasis,5,4,0.47,1122,0.00039,0.96
down,BP,Ara-4,GO:0015768,maltose transport,5,4,0.47,1078,0.00039,0.93
down,BP,Ara-4,GO:0001539,cilium or flagellum-dependent cell motil...,37,11,3.45,984,0.00046,0.84
down,BP,Ara-4,GO:0055065,metal ion homeostasis,37,11,3.45,912,0.00046,0.78
down,BP,Ara-4,GO:0071973,bacterial-type flagellum-dependent cell ...,37,11,3.45,985,0.00046,0.84
down,BP,Ara-4,GO:0097588,archaeal or bacterial-type flagellum-dep...,37,11,3.45,986,0.00046,0.84
down,BP,Ara-4,GO:0048870,cell motility,43,12,4.01,966,0.00048,0.82
down,BP,Ara-4,GO:0051674,localization of cell,43,12,4.01,967,0.00048,0.82
down,BP,Ara-4,GO:0010273,detoxification of copper ion,6,4,0.56,704,0.00107,0.55
down,BP,Ara-4,GO:0055070,copper ion homeostasis,6,4,0.56,1115,0.00107,0.95
down,BP,Ara-4,GO:0061687,detoxification of inorganic compound,6,4,0.56,705,0.00107,0.55
down,BP,Ara-4,GO:0046688,response to copper ion,14,6,1.31,1030,0.00115,0.89
down,BP,Ara-4,GO:0055082,cellular chemical homeostasis,48,12,4.48,852,0.00141,0.72
down,BP,Ara-4,GO:1901616,organic hydroxy compound catabolic proce...,25,8,2.33,1151,0.00164,0.98
down,BP,Ara-4,GO:1901617,organic hydroxy compound biosynthetic pr...,25,8,2.33,995,0.00164,0.85
down,BP,Ara-4,GO:0035672,oligopeptide transmembrane transport,20,7,1.87,877,0.00180,0.74
down,BP,Ara-4,GO:0030003,cellular cation homeostasis,43,11,4.01,888,0.00182,0.74
down,BP,Ara-4,GO:0048878,chemical homeostasis,50,12,4.67,833,0.00207,0.71
down,BP,Ara-4,GO:0006873,cellular ion homeostasis,44,11,4.11,878,0.00223,0.74
down,BP,Ara-4,GO:0010038,response to metal ion,44,11,4.11,1001,0.00223,0.86
down,BP,Ara-4,GO:0035442,dipeptide transmembrane transport,11,5,1.03,1221,0.00224,1.00
down,BP,Ara-4,GO:0042710,biofilm formation,85,17,7.94,1165,0.00230,0.98
down,BP,Ara-4,GO:0098630,aggregation of unicellular organisms,85,17,7.94,1166,0.00230,0.98
down,BP,Ara-4,GO:0098743,cell aggregation,85,17,7.94,1167,0.00230,0.98
down,BP,Ara-5,GO:0015774,polysaccharide transport,5,5,0.21,1200,1.4e-07,0.9905
down,BP,Ara-5,GO:0033037,polysaccharide localization,5,5,0.21,1201,1.4e-07,0.9905
down,BP,Ara-5,GO:0042956,maltodextrin transport,5,5,0.21,1202,1.4e-07,0.9905
down,BP,Ara-5,GO:0040011,locomotion,54,12,2.31,1156,1.9e-06,0.9644
down,BP,Ara-5,GO:0071978,bacterial-type flagellum-dependent swarm...,13,6,0.56,1146,8.1e-06,0.9611
down,BP,Ara-5,GO:0048870,cell motility,43,10,1.84,1041,9.5e-06,0.8934
down,BP,Ara-5,GO:0051674,localization of cell,43,10,1.84,1042,9.5e-06,0.8934
down,BP,Ara-5,GO:0015768,maltose transport,5,4,0.21,1203,1.7e-05,0.9905
